ID,birthdate,marital_status,car_use,gender,kids_driving,parent,education,car_make,car_model,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income
73-2323150,9/27/2002,Single,Private,Female,1,Yes,Bachelors,Porsche,Carrera GT,Red,2004,0,Highly Rural,$70695.92,$109862.49
14-8042026,1/11/1978,Married,Private,Female,0,No,High School,Mitsubishi,Excel,Fuscia,1987,2,Rural,$77394.68,$198730.26
26-5942177,11/11/1994,Single,Private,Female,1,Yes,Bachelors,Toyota,Sequoia,Yellow,2004,0,Rural,$15334.68,$65385.22
40-3422194,11/12/1992,Single,Commercial,Male,1,Yes,Bachelors,Lincoln,MKS,Goldenrod,2011,0,Highly Urban,$18626.67,$94288.89
73-0459901,5/4/1959,Divorced,Private,Female,0,Yes,Bachelors,Dodge,Grand Caravan,Mauv,1998,0,Suburban,$17283.85,$230199.82
96-0142846,9/5/1986,Single,Private,Female,2,Yes,Bachelors,Ford,LTD Crown Victoria,Pink,1988,0,Highly Rural,$91483.62,$150012.09
97-5718162,4/7/1977,Single,Private,Male,0,No,Bachelors,Lincoln,Town Car,Red,1999,0,Suburban,$53643.81,$187161.06
12-7278176,2/11/1997,Married,Private,Male,0,No,High School,Mitsubishi,Pajero,Khaki,2005,0,Rural,$6141.76,$147168.94
85-8918106,9/9/1958,Seperated,Private,Male,0,No,PhD,Hyundai,Veloster,Mauv,2012,0,Suburban,$90540.22,$57942.01
52-0833715,4/15/1990,Married,Private,Male,0,Yes,High School,Audi,S4,Pink,2005,0,Rural,$97824.31,$178432.95
67-3703158,5/3/1959,Single,Private,Male,0,No,High School,Chrysler,Imperial,Fuscia,1993,0,Urban,$73820.33,$63999.94
47-4055943,4/1/1952,Married,Private,Male,2,Yes,Bachelors,Kia,Sephia,Puce,1998,0,Rural,$54594.84,$191687.78
60-0079985,2/23/1973,Single,Private,Male,0,Yes,Bachelors,Acura,NSX,Yellow,1998,1,Rural,$79697.70,$176403.36
45-1686483,3/16/1959,Married,Private,Male,0,No,High School,Volkswagen,Type 2,Teal,1990,0,Urban,$17517.79,$132323.44
65-5305562,12/5/1983,Single,Private,Female,0,No,High School,Ford,Focus,Violet,2007,0,Urban,$64780.84,$146073.01
52-5923495,11/16/1985,Single,Private,Female,1,Yes,High School,Chevrolet,Suburban 2500,Crimson,2000,0,Highly Rural,$82675.97,$235204.68
25-5333975,10/17/1971,Single,Commercial,Male,0,Yes,High School,Spyker,C8 Laviolette,Puce,2004,1,Highly Urban,$22833.03,$83796.08
16-7446120,2/18/1999,Seperated,Private,Male,0,No,Masters,Chevrolet,Suburban,Teal,2006,0,Rural,$17376.91,$102045.42
09-2162457,11/13/1992,Married,Private,Male,0,No,Masters,Mazda,626,Fuscia,1995,0,Highly Rural,$36653.75,$215584.96
10-4654216,1/26/1990,Divorced,Private,Female,3,Yes,Bachelors,Kia,Sportage,Fuscia,2009,0,Rural,$66899.60,$133770.29
31-9476088,7/1/1979,Single,Commercial,Male,0,No,Bachelors,Ford,Mustang,Purple,2006,1,Rural,$5899.57,$138345.61
50-5182751,6/24/1978,Married,Private,Male,0,No,High School,Chrysler,LHS,Fuscia,1999,0,Highly Rural,$82106.66,$227981.25
61-9906608,9/9/1979,Married,Commercial,Male,1,Yes,Bachelors,Mercedes-Benz,E-Class,Red,1996,4,Highly Urban,$89114.97,$48861.01
13-1160225,11/14/1955,Divorced,Commercial,Female,0,No,High School,Mitsubishi,Galant,Mauv,2012,1,Highly Urban,$99805.98,$244284.39
95-4268919,11/18/1958,Single,Private,Male,0,No,Bachelors,Nissan,Maxima,Teal,2006,0,Highly Rural,$85549.20,$179113.44
97-7704312,4/24/1988,Married,Private,Male,0,No,Bachelors,Chevrolet,Silverado 2500,Fuscia,2008,0,Rural,$69959.67,$174103.93
99-1729027,3/13/1978,Single,Private,Female,1,Yes,High School,Chrysler,Town & Country,Teal,1996,0,Highly Rural,$52220.94,$140267.19
84-7957604,11/3/1960,Single,Commercial,Female,0,Yes,PhD,Lincoln,Aviator,Indigo,2003,0,Suburban,$11300.90,$185016.51
93-2603138,4/28/1970,Divorced,Private,Male,0,No,Bachelors,Hummer,H1,Mauv,1996,0,Urban,$71846.68,$207281.64
35-9609699,7/2/1974,Single,Private,Male,0,No,Masters,Toyota,Camry,Khaki,2010,0,Suburban,$86774.69,$144971.51
89-0219535,9/22/1966,Divorced,Private,Female,0,Yes,Bachelors,Chevrolet,Impala,Pink,2000,2,Highly Urban,$88423.70,$103417.84
14-1741376,2/26/1955,Divorced,Private,Male,2,Yes,Bachelors,Hyundai,Scoupe,Mauv,1992,3,Highly Rural,$43343.29,$193584.05
48-6674217,12/4/1990,Married,Private,Male,0,No,Masters,Volkswagen,Cabriolet,Maroon,1997,0,Urban,$73774.41,$236158.28
33-0229063,4/22/1975,Married,Private,Male,1,Yes,Masters,Pontiac,Firefly,Blue,1984,0,Rural,$76736.09,$193814.85
37-5111926,8/14/1992,Divorced,Private,Female,1,Yes,Bachelors,Acura,CL,Green,2003,0,Urban,$81967.60,$217045.58
99-4164687,9/19/1959,Seperated,Private,Female,1,Yes,Bachelors,Volkswagen,GTI,Orange,1989,4,Highly Urban,$23605.10,$95696.15
10-5036309,4/7/1982,Married,Commercial,Female,0,Yes,High School,Ford,Explorer,Fuscia,2008,0,Highly Rural,$40757.82,$221703.75
09-1150140,1/10/1987,Divorced,Private,Female,3,Yes,High School,Honda,S2000,Violet,2002,0,Rural,$90468.99,$116660.71
69-9883332,6/23/1998,Single,Private,Male,1,Yes,Bachelors,Ford,E350,Goldenrod,2009,0,Highly Rural,$29821.53,$67026.65
17-5694360,12/6/1979,Single,Commercial,Female,3,Yes,High School,GMC,2500,Purple,1993,0,Suburban,$83121.27,$136026.50
92-1524493,9/7/1995,Married,Private,Male,0,No,PhD,Panoz,Esperante,Orange,2008,0,Highly Rural,$5338.64,$75911.01
05-9856299,9/7/1972,Married,Private,Male,0,No,Bachelors,Audi,Cabriolet,Yellow,1996,4,Urban,$11206.55,$150195.01
48-1421534,9/28/1995,Single,Private,Male,3,Yes,Masters,Ford,E-Series,Pink,1989,1,Rural,$24959.44,$55598.17
01-1034134,9/17/1959,Married,Commercial,Male,0,Yes,Bachelors,Aston Martin,V12 Vantage,Khaki,2011,1,Urban,$23689.34,$96327.03
32-8926531,4/30/2000,Single,Private,Male,0,No,Bachelors,Mazda,626,Violet,2001,3,Highly Urban,$13865.59,$214416.25
64-3055224,6/16/1970,Married,Private,Male,0,No,High School,Toyota,4Runner,Orange,1997,3,Highly Rural,$62788.15,$129512.45
51-1465891,3/14/1987,Divorced,Private,Male,0,No,PhD,Mercury,Tracer,Goldenrod,1998,2,Highly Rural,$81446.73,$238372.02
03-2590687,7/9/1986,Divorced,Private,Male,0,Yes,Masters,Audi,TT,Fuscia,2004,0,Rural,$43324.43,$168657.63
49-5665838,8/27/1992,Divorced,Private,Female,0,No,Bachelors,GMC,Savana 2500,Fuscia,2008,0,Rural,$47303.75,$219546.46
05-7858779,11/6/1981,Single,Private,Male,0,Yes,Bachelors,Toyota,Land Cruiser,Indigo,1994,3,Urban,$30808.97,$111963.83
59-0356974,7/13/1978,Seperated,Private,Female,2,Yes,Bachelors,Mazda,Mazdaspeed 3,Yellow,2007,0,Highly Urban,$97443.27,$220472.52
41-5242214,4/13/1983,Married,Private,Female,0,No,Masters,Mitsubishi,Chariot,Red,1995,0,Highly Urban,$5184.94,$198246.88
05-8884403,10/10/2002,Married,Private,Male,0,No,High School,Mercury,Villager,Pink,1997,2,Rural,$48317.20,$235037.72
40-6846755,10/2/1988,Married,Private,Female,1,Yes,Bachelors,Mercury,Tracer,Blue,1991,0,Rural,$17447.51,$122586.19
23-5762735,5/20/1952,Single,Private,Male,1,Yes,PhD,Ford,F350,Purple,1997,0,Highly Urban,$53849.20,$183302.19
01-0812431,1/16/1964,Single,Private,Female,0,No,Masters,GMC,Canyon,Teal,2012,0,Highly Urban,$88092.85,$107894.56
96-8506313,5/27/1965,Married,Commercial,Female,0,No,Bachelors,Lincoln,Navigator,Goldenrod,2010,0,Highly Urban,$92894.53,$249958.49
85-1030622,7/28/1977,Married,Commercial,Female,0,No,High School,Mitsubishi,Mirage,Pink,1987,0,Rural,$29005.72,$157265.95
55-4828932,12/5/1985,Seperated,Private,Male,0,No,High School,Mercury,Cougar,Red,1997,0,Rural,$73512.20,$96802.61
14-8527890,2/19/1990,Married,Private,Female,0,No,High School,Lincoln,Town Car,Khaki,2001,0,Highly Urban,$27114.28,$111150.54
95-2213316,7/7/1967,Married,Private,Male,1,Yes,Bachelors,Chevrolet,Sportvan G20,Crimson,1994,0,Highly Rural,$10219.81,$133878.23
98-7404559,1/26/1953,Divorced,Private,Male,0,No,Masters,Pontiac,Grand Prix,Crimson,2005,4,Highly Rural,$43993.24,$108063.45
44-5084822,11/15/1956,Single,Private,Female,0,No,Masters,GMC,Envoy,Maroon,2004,0,Rural,$29130.58,$138106.87
45-0252031,3/4/1965,Married,Private,Male,0,No,PhD,Kia,Sephia,Green,2000,0,Highly Rural,$5342.36,$221081.92
27-0029767,10/24/1963,Single,Private,Female,1,Yes,High School,Chevrolet,TrailBlazer,Aquamarine,2008,0,Rural,$2990.98,$157183.47
06-8758803,3/25/1959,Divorced,Private,Male,3,Yes,Bachelors,Subaru,Tribeca,Goldenrod,2007,4,Highly Urban,$68044.06,$61999.60
24-0239697,10/14/1989,Married,Commercial,Male,0,No,Bachelors,Rolls-Royce,Ghost,Turquoise,2011,0,Highly Rural,$49685.09,$85831.59
53-1266518,9/10/1957,Single,Private,Male,1,Yes,Masters,Pontiac,LeMans,Blue,1991,0,Urban,$4153.50,$47707.85
17-8702600,12/26/1977,Seperated,Private,Male,0,No,Bachelors,Honda,Prelude,Fuscia,1993,0,Highly Rural,$86040.63,$143174.17
07-2156081,5/15/1989,Married,Commercial,Male,0,Yes,Masters,Toyota,TundraMax,Puce,2008,1,Urban,$8406.07,$211326.54
33-7880483,3/20/1989,Single,Private,Male,0,No,High School,Isuzu,Axiom,Puce,2002,0,Suburban,$19209.66,$49573.37
40-8644976,8/13/1968,Single,Private,Female,0,No,Bachelors,Bentley,Continental,Teal,2009,0,Highly Urban,$86439.36,$52024.90
86-6973156,9/7/1950,Married,Private,Female,0,No,Bachelors,Nissan,Sentra,Red,2001,3,Urban,$63315.09,$184358.02
97-2547278,1/19/1983,Divorced,Private,Male,0,Yes,Bachelors,Lexus,GX,Indigo,2003,1,Urban,$92314.32,$97399.52
51-8427278,3/30/1959,Single,Commercial,Female,0,No,Bachelors,Dodge,Caravan,Aquamarine,2009,1,Highly Rural,$60859.80,$194500.84
25-6789996,12/12/1978,Married,Private,Male,0,No,Bachelors,Buick,Skylark,Yellow,1986,0,Highly Urban,$17288.45,$206770.55
20-7542440,2/5/1964,Single,Private,Male,2,Yes,Bachelors,Lincoln,Continental,Crimson,1996,0,Highly Urban,$59352.00,$235882.23
27-2893028,11/4/2001,Divorced,Private,Female,0,No,High School,Lexus,HS,Green,2012,0,Suburban,$99695.94,$52389.28
46-5075718,11/18/1989,Divorced,Private,Female,0,Yes,Bachelors,Porsche,911,Maroon,2005,0,Highly Urban,$92846.08,$99290.33
42-1302843,10/9/1994,Single,Private,Female,0,Yes,Bachelors,Toyota,Avalon,Fuscia,2011,1,Highly Urban,$9595.86,$221068.92
63-0355586,10/18/1958,Divorced,Commercial,Female,1,Yes,Bachelors,Dodge,Viper,Green,1992,0,Highly Urban,$90267.10,$90566.80
39-2336925,10/26/1999,Divorced,Private,Male,0,No,Masters,Ford,Mustang,Crimson,2000,0,Rural,$75365.74,$95261.89
70-6414999,11/15/1970,Divorced,Private,Female,0,No,Masters,Suzuki,Verona,Puce,2006,3,Highly Urban,$47022.84,$138948.67
68-2477737,10/27/1951,Married,Private,Male,1,Yes,High School,Cadillac,STS,Green,2010,0,Rural,$33328.28,$220842.57
95-1651323,9/23/1968,Single,Private,Female,0,No,High School,Mitsubishi,Starion,Pink,1988,0,Rural,$26971.72,$212632.20
48-3821300,2/24/2002,Married,Private,Female,0,No,Bachelors,Mazda,Protege,Violet,1992,0,Highly Rural,$52437.96,$228967.69
75-4825653,12/10/1989,Seperated,Private,Female,0,No,Bachelors,Honda,Accord,Blue,1992,0,Urban,$21534.19,$207733.82
24-9025292,11/6/1960,Married,Private,Male,2,Yes,Bachelors,BMW,1 Series,Violet,2010,0,Highly Urban,$14148.52,$52444.93
27-1296061,2/5/1957,Single,Commercial,Female,0,No,Bachelors,Isuzu,Trooper,Khaki,1997,0,Urban,$70570.30,$98187.43
79-9786993,12/11/1971,Single,Private,Male,0,Yes,Bachelors,Chevrolet,Express 3500,Khaki,2009,0,Rural,$65192.48,$100005.26
36-9981193,1/21/1986,Single,Private,Female,0,No,High School,Maserati,Gran Sport,Khaki,2006,0,Suburban,$26578.01,$99753.14
61-1941924,11/12/1977,Single,Private,Male,0,No,High School,Volkswagen,R32,Violet,2008,0,Urban,$46276.67,$95222.67
25-7139639,4/7/1967,Divorced,Private,Male,1,Yes,High School,Porsche,911,Yellow,1996,0,Urban,$64208.36,$246762.32
45-6594900,3/21/1983,Married,Private,Male,0,No,Masters,GMC,Yukon XL 1500,Pink,2012,0,Rural,$3803.06,$164719.78
98-5169805,8/16/1968,Seperated,Private,Male,0,No,High School,Nissan,300ZX,Turquoise,1994,2,Highly Urban,$42684.71,$79169.93
36-9538415,9/30/1992,Divorced,Private,Female,0,No,Bachelors,Lincoln,Town Car,Khaki,2006,0,Highly Urban,$53253.33,$166746.06
10-9242175,6/13/1987,Married,Private,Female,0,No,Bachelors,Volvo,S40,Puce,2007,0,Suburban,$84444.18,$200474.59
87-0077286,6/16/1986,Married,Private,Female,1,Yes,Bachelors,Ferrari,California,Teal,2010,2,Highly Rural,$91107.84,$173430.27
32-1909572,8/22/1997,Single,Private,Female,1,Yes,Bachelors,GMC,Yukon XL 2500,Purple,2011,0,Highly Rural,$9742.04,$139227.40
82-1538976,7/10/1969,Single,Private,Female,1,Yes,Bachelors,Ford,F250,Mauv,1997,0,Highly Urban,$21629.96,$221183.10
93-7605401,1/3/1999,Divorced,Private,Female,0,No,Bachelors,Chevrolet,Express 1500,Goldenrod,2002,1,Suburban,$12314.32,$170137.83
96-3054639,12/16/1975,Single,Private,Female,0,Yes,Masters,Volkswagen,Golf,Aquamarine,1997,0,Urban,$80397.33,$156120.81
00-4413383,3/7/1984,Single,Private,Female,0,No,Bachelors,Mercedes-Benz,E-Class,Crimson,2001,0,Highly Urban,$34109.66,$244875.95
00-5574612,2/18/1986,Single,Commercial,Female,1,Yes,High School,Mercury,Mystique,Purple,1997,0,Suburban,$2170.71,$211156.29
61-8430922,2/12/1999,Married,Private,Female,0,No,High School,Audi,Coupe GT,Orange,1986,0,Highly Rural,$42996.95,$205713.14
08-0108769,3/15/1973,Seperated,Private,Female,0,No,Masters,Acura,TL,Puce,2003,0,Urban,$66478.92,$70222.53
93-6240527,4/24/1965,Seperated,Commercial,Male,1,Yes,Masters,Toyota,Venza,Khaki,2012,0,Urban,$58708.95,$55940.51
79-8359569,7/5/1983,Married,Private,Female,2,Yes,High School,Aptera,Typ-1,Orange,2008,0,Suburban,$43495.40,$220394.01
39-8085045,5/16/1977,Single,Private,Female,0,Yes,High School,Kia,Mentor,Khaki,1997,0,Highly Rural,$50802.61,$205515.52
08-0661477,1/18/1989,Married,Commercial,Female,0,No,Bachelors,Ford,Mustang,Aquamarine,1968,0,Highly Rural,$72177.21,$110801.23
37-7074236,12/17/1995,Married,Private,Male,0,No,PhD,Saab,9000,Goldenrod,1999,0,Urban,$37684.98,$225672.67
53-3840125,4/14/1995,Married,Private,Male,0,No,Bachelors,Dodge,Sprinter,Purple,2009,0,Highly Rural,$3821.90,$53143.76
11-7862594,8/3/1996,Divorced,Private,Female,0,Yes,High School,Holden,Monaro,Yellow,2004,1,Rural,$56882.49,$213096.68
07-8439077,12/14/1967,Married,Private,Male,2,Yes,High School,Pontiac,GTO,Crimson,2006,0,Highly Rural,$55963.68,$169039.36
07-6078318,11/22/1986,Single,Private,Female,1,Yes,Masters,Porsche,911,Indigo,2000,0,Suburban,$26749.83,$180942.48
86-6834233,5/8/1976,Seperated,Private,Male,0,No,Bachelors,Chevrolet,Cavalier,Teal,1994,0,Highly Urban,$85669.85,$142680.62
34-7851371,6/21/1967,Single,Private,Female,0,No,Masters,Volkswagen,GTI,Mauv,1990,0,Rural,$25586.55,$58754.55
32-1910752,6/26/1999,Single,Commercial,Male,0,No,Bachelors,Buick,Reatta,Blue,1989,0,Rural,$61446.80,$152120.73
93-2742749,10/29/1977,Divorced,Private,Male,0,No,High School,Mitsubishi,Eclipse,Khaki,2008,0,Suburban,$29449.45,$137739.86
88-0666197,12/5/1999,Single,Private,Male,0,No,Bachelors,Toyota,Paseo,Teal,1996,0,Highly Urban,$97733.05,$140333.98
31-6910331,4/20/1988,Single,Private,Male,0,No,Bachelors,Dodge,D150 Club,Green,1993,0,Highly Rural,$861.38,$58167.22
68-2136946,12/21/1965,Single,Private,Male,2,Yes,High School,Cadillac,STS-V,Puce,2006,3,Urban,$64746.94,$215690.24
65-2981567,5/15/1976,Married,Private,Female,0,Yes,Bachelors,Chevrolet,Tahoe,Goldenrod,1996,1,Rural,$15774.00,$101633.85
56-7204436,7/30/1998,Single,Private,Male,0,No,PhD,Audi,S4,Yellow,2006,1,Highly Urban,$73192.29,$76916.03
42-1517557,10/20/1966,Married,Private,Male,0,No,Bachelors,GMC,Safari,Mauv,2003,0,Highly Rural,$50285.81,$187121.92
29-4602178,11/19/1992,Divorced,Private,Female,0,No,Bachelors,Honda,S2000,Fuscia,2000,0,Highly Rural,$27067.08,$159532.22
05-2017069,6/17/1993,Married,Private,Female,0,No,Bachelors,Ford,E-Series,Aquamarine,1987,1,Suburban,$69890.10,$93448.03
72-7057198,12/12/1993,Single,Private,Female,0,No,High School,Chevrolet,Monte Carlo,Goldenrod,2002,1,Highly Rural,$71964.12,$106985.66
64-6855523,2/4/1994,Single,Private,Female,0,No,Bachelors,Chevrolet,Silverado 1500,Teal,2004,0,Rural,$29519.50,$50661.83
31-6789594,12/17/1965,Seperated,Private,Male,2,Yes,PhD,BMW,745,Crimson,2005,0,Suburban,$7650.70,$132727.18
38-8585952,12/28/1977,Single,Private,Male,2,Yes,High School,Jeep,Patriot,Orange,2011,0,Highly Rural,$86202.82,$242724.46
60-1256218,10/9/1990,Seperated,Commercial,Female,0,No,Bachelors,Kia,Sportage,Violet,1999,0,Highly Urban,$64135.34,$185110.91
74-4134128,9/18/1968,Single,Commercial,Male,2,Yes,Bachelors,Toyota,Tacoma Xtra,Puce,1999,1,Suburban,$29494.22,$146554.91
21-9525036,11/27/2000,Single,Private,Female,2,Yes,Masters,Mercury,Cougar,Mauv,1995,1,Urban,$49877.07,$247146.06
13-9252275,12/9/1981,Married,Private,Male,0,Yes,Masters,Subaru,Alcyone SVX,Orange,1995,0,Highly Rural,$48839.67,$67097.20
91-7234449,2/14/1963,Married,Private,Female,0,No,High School,Mercury,Capri,Purple,1986,1,Highly Urban,$32364.41,$138399.01
81-2088385,8/3/1987,Married,Private,Male,0,No,Masters,BMW,7 Series,Violet,2012,2,Highly Urban,$83455.79,$110981.81
86-7452887,10/6/1964,Single,Private,Male,0,No,PhD,Toyota,Sequoia,Goldenrod,2012,1,Highly Urban,$86569.11,$110590.83
86-9271951,9/4/1955,Single,Private,Male,0,No,High School,Jaguar,XJ Series,Yellow,1992,0,Highly Rural,$98203.54,$130221.27
30-4097845,2/16/1983,Married,Private,Female,0,No,High School,Honda,Passport,Red,1996,0,Rural,$77314.19,$139920.44
16-3010488,5/16/1961,Married,Private,Female,0,No,High School,Mercedes-Benz,300TE,Purple,1993,0,Rural,$45576.01,$78989.02
88-1659771,4/9/1974,Seperated,Private,Female,0,No,Masters,Honda,S2000,Teal,2008,0,Suburban,$61005.73,$49353.32
75-2220612,1/23/1963,Divorced,Private,Female,0,No,Bachelors,Buick,Verano,Goldenrod,2012,0,Rural,$40652.01,$115539.03
48-3173285,12/22/1959,Married,Commercial,Male,0,No,High School,Dodge,Ram 3500 Club,Goldenrod,1997,1,Rural,$50186.33,$148179.22
00-7003369,9/28/1981,Married,Private,Female,0,No,High School,Nissan,Altima,Pink,2002,0,Highly Urban,$75568.98,$136046.48
32-6082608,4/1/1987,Single,Private,Female,1,Yes,Bachelors,Mercedes-Benz,300D,Puce,1992,0,Urban,$45374.98,$115456.60
57-3536789,12/6/1998,Single,Private,Female,2,Yes,High School,Acura,NSX,Red,1998,0,Urban,$74383.25,$177956.21
69-6923818,10/20/1992,Married,Private,Female,0,No,PhD,Mercury,Sable,Orange,1991,1,Highly Urban,$2206.95,$164546.87
06-6156922,4/24/1973,Married,Private,Male,0,No,Bachelors,Audi,100,Mauv,1992,0,Suburban,$77385.62,$220644.84
75-5941928,9/24/1978,Divorced,Commercial,Female,0,Yes,High School,Mazda,RX-8,Red,2010,0,Suburban,$27866.92,$170698.51
11-3123473,8/9/1994,Single,Commercial,Male,2,Yes,High School,Buick,Riviera,Green,1987,0,Highly Rural,$52521.19,$244127.53
04-6135590,4/20/1957,Single,Private,Female,0,No,Bachelors,Chevrolet,Blazer,Pink,2002,0,Urban,$77773.37,$144607.45
31-4959587,10/12/1990,Married,Commercial,Female,0,Yes,Bachelors,Ford,Econoline E150,Turquoise,2002,0,Highly Urban,$51133.57,$125128.44
92-6972900,11/20/1984,Married,Private,Male,1,Yes,PhD,Chrysler,Pacifica,Fuscia,2005,0,Highly Urban,$32052.09,$146946.64
33-4033070,4/21/1996,Single,Commercial,Female,2,Yes,High School,Ford,LTD Crown Victoria,Red,1989,0,Highly Urban,$52344.27,$239347.40
55-1143176,8/30/1961,Single,Private,Female,1,Yes,Masters,Mazda,B-Series Plus,Teal,1992,0,Suburban,$17625.73,$58342.82
06-1167870,7/20/1989,Single,Private,Male,0,Yes,Bachelors,Volkswagen,GTI,Maroon,2003,0,Highly Urban,$98598.53,$116534.44
34-9252133,1/6/1995,Married,Private,Male,0,No,Bachelors,Maybach,57,Teal,2009,0,Urban,$52817.86,$182983.21
78-0388159,9/15/1982,Married,Private,Female,1,Yes,High School,Volvo,S60,Aquamarine,2011,0,Highly Urban,$41132.30,$185840.88
12-3678602,9/29/1980,Single,Commercial,Male,2,Yes,High School,Honda,CR-V,Blue,2000,0,Rural,$65221.73,$77736.02
47-7298799,10/19/1957,Married,Private,Male,1,Yes,High School,Chrysler,Concorde,Maroon,2004,0,Rural,$36141.94,$191172.83
93-5701772,1/12/1959,Married,Private,Female,0,No,Bachelors,Buick,Century,Violet,2003,1,Highly Urban,$7510.65,$216279.83
50-0720521,1/29/1992,Married,Private,Male,2,Yes,Bachelors,BMW,7 Series,Blue,2006,0,Rural,$74930.30,$126532.43
15-0399574,2/6/1977,Seperated,Private,Male,3,Yes,High School,Dodge,Ram 3500,Goldenrod,2009,0,Highly Urban,$4132.61,$175184.23
62-1735843,4/16/1970,Single,Private,Male,0,No,Bachelors,Cadillac,XLR,Violet,2008,1,Highly Rural,$23043.67,$170086.21
32-6733418,1/28/1989,Married,Commercial,Male,3,Yes,Bachelors,BMW,M5,Pink,2008,0,Highly Rural,$13301.11,$144517.88
31-8372429,8/11/1973,Single,Private,Female,0,No,High School,Subaru,Tribeca,Fuscia,2009,0,Urban,$26904.38,$238119.05
72-4904251,5/12/1954,Divorced,Private,Female,0,Yes,Bachelors,Chevrolet,Cavalier,Red,1994,2,Urban,$88996.54,$56653.55
99-8263894,4/27/1978,Single,Commercial,Female,0,No,Bachelors,Acura,CL,Blue,1998,0,Rural,$22618.00,$193022.83
06-2836432,8/17/1972,Single,Commercial,Female,0,Yes,High School,Chevrolet,Venture,Maroon,1999,0,Highly Rural,$83038.96,$195829.86
37-9871917,3/28/1995,Single,Private,Female,1,Yes,High School,Dodge,Grand Caravan,Pink,2009,0,Urban,$84932.50,$54287.05
27-6692276,10/3/1953,Married,Commercial,Female,0,Yes,High School,Toyota,Camry Hybrid,Maroon,2011,0,Highly Urban,$36416.10,$145516.43
32-3541618,9/22/1980,Seperated,Private,Female,0,No,PhD,Chevrolet,Camaro,Mauv,1972,0,Urban,$87152.25,$117527.76
84-6297726,5/2/1976,Divorced,Private,Male,2,Yes,Bachelors,Hyundai,Azera,Red,2007,0,Urban,$9730.36,$204037.67
61-5862409,12/3/1999,Seperated,Private,Male,0,No,High School,Land Rover,Range Rover Classic,Indigo,1993,0,Highly Urban,$79554.77,$96968.89
66-2966368,3/26/1981,Married,Private,Female,0,No,Bachelors,Hyundai,Tiburon,Violet,2008,1,Highly Rural,$38670.84,$173349.68
97-0505135,12/15/1965,Married,Private,Male,1,Yes,Bachelors,Toyota,Celica,Khaki,1984,0,Urban,$50043.04,$61428.29
97-6939962,9/26/1974,Married,Commercial,Female,0,No,Bachelors,Volvo,S80,Aquamarine,2000,3,Urban,$70825.99,$136529.20
76-2227608,6/1/2000,Single,Private,Female,1,Yes,High School,Smart,Fortwo,Yellow,2009,1,Suburban,$29336.77,$188709.56
20-2604552,2/16/1974,Married,Private,Male,0,No,Bachelors,GMC,2500,Orange,1993,0,Urban,$66038.50,$111766.09
07-3127246,1/4/1989,Married,Private,Female,2,Yes,Bachelors,Volvo,S60,Mauv,2005,1,Rural,$53931.06,$89025.69
81-4434817,12/9/1971,Single,Private,Male,0,No,Bachelors,Audi,Cabriolet,Aquamarine,1995,0,Rural,$37877.59,$247541.76
51-4932228,4/2/1980,Married,Private,Female,1,Yes,Bachelors,Mercury,Grand Marquis,Fuscia,2006,0,Rural,$34371.59,$51022.89
60-1443875,2/15/2000,Married,Commercial,Female,0,Yes,Bachelors,Ford,F450,Blue,2009,0,Suburban,$13095.32,$218613.61
22-0297530,1/4/1996,Married,Private,Female,0,No,PhD,Pontiac,Firefly,Maroon,1989,0,Urban,$76494.63,$249711.87
